Id,PersonId,AccountId,StartDate,EndDate,PledgeFrequency,TotalAmount
70,3897,81,6/1/2006 12:00:00 AM,6/1/2011 12:00:00 AM,Monthly,3000
339,19990,2,5/9/2010 12:00:00 AM,5/3/2015 12:00:00 AM,Weekly,13000
340,3982,81,1/1/2008 12:00:00 AM,1/1/2013 12:00:00 AM,Monthly,6000
819,3996,118,12/1/2015 12:00:00 AM,11/30/2020 12:00:00 AM,Monthly,24000
341,4022,81,11/24/2007 12:00:00 AM,11/17/2012 12:00:00 AM,Weekly,7800
342,4022,92,5/9/2010 12:00:00 AM,5/9/2015 12:00:00 AM,Monthly,600
788,4058,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,Weekly,2600
343,4059,90,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,3000
344,4067,81,11/18/2007 12:00:00 AM,11/18/2012 12:00:00 AM,Monthly,3000
345,4120,81,12/2/2007 12:00:00 AM,11/25/2012 12:00:00 AM,Weekly,3900
346,4157,2,5/16/2010 12:00:00 AM,5/16/2015 12:00:00 AM,Monthly,600
802,4157,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,Weekly,6500
347,4161,81,11/19/2007 12:00:00 AM,11/19/2012 12:00:00 AM,Monthly,6000
348,4165,81,1/8/2008 12:00:00 AM,1/8/2013 12:00:00 AM,Monthly,600
971,4169,118,1/1/2016 12:00:00 AM,12/31/2020 12:00:00 AM,OneTime,1000
71,4187,81,9/1/2006 12:00:00 AM,9/1/2011 12:00:00 AM,Monthly,6000
72,4187,92,1/12/2012 12:00:00 AM,1/12/2012 12:00:00 AM,OneTime,1
349,4205,81,12/2/2007 12:00:00 AM,12/2/2012 12:00:00 AM,Monthly,9000
73,4211,81,4/30/2006 12:00:00 AM,4/30/2006 12:00:00 AM,OneTime,250
350,4217,89,5/1/2010 12:00:00 AM,5/1/2010 12:00:00 AM,OneTime,500
351,4224,88,5/1/2010 12:00:00 AM,5/1/2010 12:00:00 AM,OneTime,1
882,4224,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,Monthly,12000
1029,4226,118,1/21/2016 12:00:00 AM,4/30/2016 12:00:00 AM,Monthly,12
908,4228,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,Monthly,240
352,4241,2,5/23/2010 12:00:00 AM,5/17/2015 12:00:00 AM,Weekly,3900
353,4241,81,11/18/2007 12:00:00 AM,11/11/2012 12:00:00 AM,Weekly,2600
354,4245,81,12/2/2007 12:00:00 AM,12/2/2007 12:00:00 AM,OneTime,200
907,4277,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,Monthly,6000
355,4279,2,5/1/2010 12:00:00 AM,5/1/2010 12:00:00 AM,OneTime,1
357,4286,92,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,3000
359,4288,2,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,12000
358,4288,81,11/18/2007 12:00:00 AM,11/18/2012 12:00:00 AM,Monthly,12000
360,4302,81,11/18/2007 12:00:00 AM,11/18/2012 12:00:00 AM,Monthly,600
361,4336,2,5/24/2010 12:00:00 AM,5/24/2015 12:00:00 AM,Monthly,6000
364,4348,81,4/30/2006 12:00:00 AM,4/30/2011 12:00:00 AM,Monthly,3000
365,4349,81,12/2/2007 12:00:00 AM,12/2/2012 12:00:00 AM,Monthly,6000
366,4357,81,12/1/2007 12:00:00 AM,12/1/2012 12:00:00 AM,Monthly,6000
367,4357,92,5/5/2010 12:00:00 AM,5/4/2015 12:00:00 AM,Yearly,12000
368,4371,88,5/17/2010 12:00:00 AM,5/17/2015 12:00:00 AM,Monthly,6000
369,4387,2,1/12/2012 12:00:00 AM,1/12/2012 12:00:00 AM,OneTime,1
370,4393,81,11/18/2007 12:00:00 AM,8/18/2008 12:00:00 AM,Monthly,900
371,4422,81,12/5/2007 12:00:00 AM,12/5/2007 12:00:00 AM,OneTime,100
372,4434,2,6/1/2010 12:00:00 AM,6/1/2015 12:00:00 AM,Monthly,2400
373,4450,81,11/25/2007 12:00:00 AM,11/25/2012 12:00:00 AM,Monthly,3000
374,4458,2,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,6000
375,4471,81,11/18/2007 12:00:00 AM,11/11/2012 12:00:00 AM,Weekly,2600
376,4479,81,11/17/2007 12:00:00 AM,11/10/2012 12:00:00 AM,Weekly,5200
377,4487,92,5/16/2010 12:00:00 AM,5/10/2015 12:00:00 AM,Weekly,5200
378,4492,88,5/16/2010 12:00:00 AM,5/16/2015 12:00:00 AM,Monthly,3900
379,4513,92,5/16/2010 12:00:00 AM,5/16/2010 12:00:00 AM,OneTime,100
381,4537,81,12/2/2007 12:00:00 AM,12/2/2012 12:00:00 AM,Monthly,3000
380,4537,92,6/6/2010 12:00:00 AM,6/6/2010 12:00:00 AM,OneTime,350
382,4538,81,12/5/2007 12:00:00 AM,11/28/2012 12:00:00 AM,Weekly,1300
383,4544,81,11/18/2007 12:00:00 AM,11/11/2012 12:00:00 AM,Weekly,11700
384,4548,81,11/18/2007 12:00:00 AM,11/18/2012 12:00:00 AM,Monthly,12000
16,4551,81,7/1/2006 12:00:00 AM,7/1/2011 12:00:00 AM,Monthly,3000
385,4569,88,5/10/2010 12:00:00 AM,5/10/2015 12:00:00 AM,Monthly,1500
2,4574,2,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,25020
1,4574,81,6/1/2006 12:00:00 AM,6/1/2011 12:00:00 AM,Monthly,12000
386,4579,2,5/15/2010 12:00:00 AM,5/15/2015 12:00:00 AM,Monthly,3000
387,4582,81,12/30/2008 12:00:00 AM,12/30/2008 12:00:00 AM,OneTime,1000
388,4590,81,12/1/2007 12:00:00 AM,11/24/2012 12:00:00 AM,Weekly,2600
389,4618,81,11/8/2007 12:00:00 AM,11/1/2012 12:00:00 AM,Weekly,5350.8
390,4630,2,1/12/2012 12:00:00 AM,1/12/2012 12:00:00 AM,OneTime,1
391,4630,81,5/1/2006 12:00:00 AM,5/1/2011 12:00:00 AM,Monthly,3000
392,4634,81,11/25/2007 12:00:00 AM,11/18/2012 12:00:00 AM,Weekly,10400
74,4642,81,5/1/2006 12:00:00 AM,5/1/2007 12:00:00 AM,Monthly,1200
393,4649,2,5/9/2010 12:00:00 AM,5/3/2015 12:00:00 AM,Weekly,1300
394,4699,2,6/10/2010 12:00:00 AM,6/10/2010 12:00:00 AM,OneTime,500
395,4740,81,1/20/2008 12:00:00 AM,1/20/2008 12:00:00 AM,OneTime,100
396,4763,81,12/16/2007 12:00:00 AM,12/12/2010 12:00:00 AM,Weekly,780
397,4763,92,5/1/2010 12:00:00 AM,5/1/2011 12:00:00 AM,Monthly,480
398,4767,2,6/1/2010 12:00:00 AM,6/1/2011 12:00:00 AM,Monthly,480
400,4782,2,5/1/2010 12:00:00 AM,3/16/2013 12:00:00 AM,Weekly,1500
399,4782,81,12/2/2007 12:00:00 AM,11/25/2012 12:00:00 AM,Weekly,2600
900,4782,118,12/1/2015 12:00:00 AM,11/30/2020 12:00:00 AM,Monthly,4500
402,4797,2,8/30/2012 12:00:00 AM,8/30/2012 12:00:00 AM,OneTime,1
401,4797,81,4/30/2006 12:00:00 AM,4/24/2011 12:00:00 AM,Weekly,2600
774,4810,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,Monthly,20000
898,4840,118,12/1/2015 12:00:00 AM,11/30/2020 12:00:00 AM,Monthly,6000
403,4875,92,2/28/2012 12:00:00 AM,2/28/2012 12:00:00 AM,OneTime,1
404,4915,81,11/25/2007 12:00:00 AM,11/18/2012 12:00:00 AM,Weekly,2600
957,4915,118,1/1/2016 12:00:00 AM,12/31/2020 12:00:00 AM,Yearly,15000
405,4926,88,6/1/2010 12:00:00 AM,6/1/2015 12:00:00 AM,Monthly,3000
408,4938,88,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,3000
409,4948,81,11/18/2007 12:00:00 AM,11/18/2012 12:00:00 AM,Monthly,3000
410,4957,2,5/10/2010 12:00:00 AM,5/10/2015 12:00:00 AM,Monthly,2400
411,4958,2,7/1/2010 12:00:00 AM,7/1/2015 12:00:00 AM,Monthly,3000
1168,4958,91,1/1/2017 12:00:00 AM,12/31/2017 12:00:00 AM,Weekly,6625
412,4979,2,6/1/2010 12:00:00 AM,6/1/2015 12:00:00 AM,Monthly,3000
967,4983,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,Yearly,4500
414,4985,2,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,9000
413,4985,81,12/1/2007 12:00:00 AM,12/1/2012 12:00:00 AM,Monthly,7500
968,4985,118,12/1/2015 12:00:00 AM,11/30/2020 12:00:00 AM,Monthly,5000.4
974,4988,118,1/1/2016 12:00:00 AM,12/31/2016 12:00:00 AM,OneTime,650
415,4997,92,5/1/2010 12:00:00 AM,5/1/2014 12:00:00 AM,Yearly,5000
416,5022,88,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,15000
1012,5022,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,Weekly,18000
417,5026,92,5/1/2010 12:00:00 AM,5/1/2010 12:00:00 AM,OneTime,1000
790,5059,118,11/22/2015 12:00:00 AM,11/8/2020 12:00:00 AM,Weekly,2600
418,5080,92,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,6000
419,5081,81,12/5/2007 12:00:00 AM,12/5/2007 12:00:00 AM,OneTime,5000
420,5081,88,6/1/2010 12:00:00 AM,6/1/2015 12:00:00 AM,Monthly,25020
961,5081,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,Yearly,100000
421,5124,81,12/1/2007 12:00:00 AM,4/1/2008 12:00:00 AM,Monthly,1200
422,5138,92,5/16/2010 12:00:00 AM,5/16/2015 12:00:00 AM,Monthly,3000
424,5161,2,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,6000
423,5161,81,12/1/2007 12:00:00 AM,12/1/2012 12:00:00 AM,Monthly,6000
425,5198,81,11/18/2007 12:00:00 AM,11/18/2012 12:00:00 AM,Monthly,1200
426,5198,88,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,13800
427,5334,2,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,10020
428,5342,81,11/8/2007 12:00:00 AM,11/1/2012 12:00:00 AM,Weekly,67600
429,5424,88,6/1/2010 12:00:00 AM,6/1/2015 12:00:00 AM,Monthly,7500
431,5511,2,5/9/2010 12:00:00 AM,5/9/2015 12:00:00 AM,Monthly,2400
1014,5536,118,1/1/2016 12:00:00 AM,12/31/2020 12:00:00 AM,Monthly,3000
432,5550,92,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,1500
626,5578,2,5/16/2010 12:00:00 AM,5/16/2015 12:00:00 AM,Monthly,9000
433,5581,2,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,4500
435,5584,81,6/1/2006 12:00:00 AM,6/1/2011 12:00:00 AM,Monthly,4800
434,5584,92,5/15/2010 12:00:00 AM,5/14/2011 12:00:00 AM,Weekly,156
436,5667,90,5/1/2010 12:00:00 AM,4/25/2015 12:00:00 AM,Weekly,9800
437,5724,2,5/1/2010 12:00:00 AM,4/25/2015 12:00:00 AM,Weekly,6500
438,5732,2,5/31/2010 12:00:00 AM,5/31/2015 12:00:00 AM,Monthly,3000
910,5732,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,Monthly,1200
440,5746,92,5/9/2010 12:00:00 AM,5/9/2011 12:00:00 AM,Monthly,240
442,5844,81,5/7/2006 12:00:00 AM,5/7/2011 12:00:00 AM,Monthly,1500
441,5844,92,5/26/2010 12:00:00 AM,5/26/2015 12:00:00 AM,Monthly,1800
75,5876,2,5/1/2010 12:00:00 AM,5/1/2010 12:00:00 AM,OneTime,1
76,5876,81,1/1/2008 12:00:00 AM,12/25/2012 12:00:00 AM,Weekly,3900
936,5890,118,1/1/2016 12:00:00 AM,12/31/2020 12:00:00 AM,Yearly,30000
77,5952,2,5/16/2010 12:00:00 AM,5/16/2010 12:00:00 AM,OneTime,20
78,5952,81,4/30/2006 12:00:00 AM,4/24/2011 12:00:00 AM,Weekly,1300
1022,5960,118,11/15/2015 12:00:00 AM,12/31/2015 12:00:00 AM,OneTime,100000
92,5985,81,11/18/2007 12:00:00 AM,11/11/2012 12:00:00 AM,Weekly,2600
443,6004,89,5/16/2010 12:00:00 AM,5/16/2015 12:00:00 AM,Monthly,9600
444,6033,92,5/16/2010 12:00:00 AM,5/10/2015 12:00:00 AM,Weekly,3915
445,6056,2,5/10/2010 12:00:00 AM,5/10/2015 12:00:00 AM,Monthly,3900
446,6116,2,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,900
447,6151,92,5/16/2010 12:00:00 AM,5/16/2015 12:00:00 AM,Monthly,3000
449,6172,92,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,1500
450,6191,2,5/1/2010 12:00:00 AM,4/25/2015 12:00:00 AM,Weekly,32500
1072,6198,127,5/1/2016 12:00:00 AM,4/21/2019 12:00:00 AM,Weekly,7800
79,6227,81,12/5/2007 12:00:00 AM,12/5/2007 12:00:00 AM,OneTime,500
80,6227,90,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,6000
17,6262,81,12/9/2007 12:00:00 AM,12/9/2012 12:00:00 AM,Monthly,1200
826,6262,118,12/1/2015 12:00:00 AM,11/30/2020 12:00:00 AM,Monthly,6000
451,6336,88,2/28/2011 12:00:00 AM,2/28/2016 12:00:00 AM,Yearly,5000
452,6346,92,5/16/2010 12:00:00 AM,5/10/2015 12:00:00 AM,Weekly,2610
453,6365,81,12/2/2007 12:00:00 AM,12/2/2012 12:00:00 AM,Monthly,3000
82,6378,2,5/1/2010 12:00:00 AM,5/1/2014 12:00:00 AM,Yearly,2000
81,6378,81,4/30/2006 12:00:00 AM,4/30/2011 12:00:00 AM,Yearly,10000
759,6378,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,OneTime,10000
454,6379,92,5/1/2010 12:00:00 AM,4/25/2015 12:00:00 AM,Weekly,6500
455,6381,92,5/16/2010 12:00:00 AM,5/16/2015 12:00:00 AM,Monthly,6000
456,6420,2,5/10/2010 12:00:00 AM,5/10/2010 12:00:00 AM,OneTime,100
457,6427,2,5/1/2010 12:00:00 AM,4/25/2015 12:00:00 AM,Weekly,52000
458,6432,88,5/5/2010 12:00:00 AM,5/5/2010 12:00:00 AM,OneTime,1
459,6469,2,5/9/2010 12:00:00 AM,5/9/2015 12:00:00 AM,Monthly,3000
460,6483,92,5/5/2011 12:00:00 AM,5/5/2011 12:00:00 AM,OneTime,1
3,6492,81,5/1/2006 12:00:00 AM,4/25/2011 12:00:00 AM,Weekly,5200
4,6492,92,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,18000
461,6619,81,4/23/2006 12:00:00 AM,4/23/2006 12:00:00 AM,OneTime,25
462,6641,2,5/9/2010 12:00:00 AM,5/9/2015 12:00:00 AM,Monthly,6000
890,6641,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,OneTime,4800
463,6652,92,2/28/2012 12:00:00 AM,2/28/2012 12:00:00 AM,OneTime,1
464,6714,2,1/12/2012 12:00:00 AM,1/12/2012 12:00:00 AM,OneTime,1
465,6720,2,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,1200
466,6728,2,6/1/2010 12:00:00 AM,6/1/2015 12:00:00 AM,Monthly,4500
785,6734,118,12/1/2015 12:00:00 AM,11/22/2020 12:00:00 AM,Weekly,2600
467,6746,2,2/28/2012 12:00:00 AM,2/28/2012 12:00:00 AM,OneTime,1
469,6794,2,5/1/2010 12:00:00 AM,5/1/2010 12:00:00 AM,OneTime,500
470,6824,92,5/16/2010 12:00:00 AM,5/16/2015 12:00:00 AM,Monthly,9600
471,6860,2,5/5/2011 12:00:00 AM,5/5/2011 12:00:00 AM,OneTime,1
748,6869,2,8/30/2012 12:00:00 AM,8/30/2012 12:00:00 AM,OneTime,1
472,6911,2,2/28/2012 12:00:00 AM,2/28/2012 12:00:00 AM,OneTime,1
473,6955,92,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,3000
1103,6970,127,6/1/2016 12:00:00 AM,5/31/2019 12:00:00 AM,Monthly,1800
1091,6987,127,5/1/2016 12:00:00 AM,4/21/2019 12:00:00 AM,Monthly,136
1062,6999,127,5/1/2016 12:00:00 AM,4/28/2019 12:00:00 AM,Monthly,14000
84,7008,2,5/15/2010 12:00:00 AM,5/15/2015 12:00:00 AM,Monthly,1800
83,7008,81,5/1/2006 12:00:00 AM,5/1/2011 12:00:00 AM,Monthly,1200
474,7014,92,5/30/2010 12:00:00 AM,5/30/2015 12:00:00 AM,Monthly,3000
18,7041,81,4/30/2006 12:00:00 AM,4/30/2011 12:00:00 AM,Monthly,3000
475,7048,92,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,1500
476,7060,2,5/30/2010 12:00:00 AM,5/30/2010 12:00:00 AM,OneTime,500
477,7065,2,6/1/2010 12:00:00 AM,6/1/2011 12:00:00 AM,Monthly,720
478,7066,88,6/1/2010 12:00:00 AM,6/1/2011 12:00:00 AM,Monthly,600
479,7139,2,5/1/2010 12:00:00 AM,5/1/2010 12:00:00 AM,OneTime,500
480,7153,2,5/16/2010 12:00:00 AM,5/16/2015 12:00:00 AM,Monthly,9600
1045,7192,127,4/17/2016 12:00:00 AM,4/28/2019 12:00:00 AM,Yearly,4500
481,7198,2,5/1/2010 12:00:00 AM,5/1/2010 12:00:00 AM,OneTime,1000
482,7198,81,12/2/2007 12:00:00 AM,11/25/2012 12:00:00 AM,Weekly,2600
1092,7216,127,5/1/2016 12:00:00 AM,4/21/2019 12:00:00 AM,Monthly,7700
483,7235,90,6/10/2010 12:00:00 AM,6/10/2015 12:00:00 AM,Monthly,3000
85,7246,81,1/1/2008 12:00:00 AM,1/1/2013 12:00:00 AM,Monthly,3000
484,7263,2,6/1/2010 12:00:00 AM,6/1/2015 12:00:00 AM,Monthly,9240
485,7284,2,5/1/2010 12:00:00 AM,5/1/2010 12:00:00 AM,OneTime,1
486,7294,2,5/1/2010 12:00:00 AM,5/1/2010 12:00:00 AM,OneTime,800
487,7308,92,2/28/2012 12:00:00 AM,2/28/2012 12:00:00 AM,OneTime,1
780,7311,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,Yearly,500000
488,7340,2,5/10/2010 12:00:00 AM,5/4/2015 12:00:00 AM,Weekly,2600
795,7341,118,11/22/2015 12:00:00 AM,11/8/2020 12:00:00 AM,Weekly,5200
490,7352,88,5/1/2010 12:00:00 AM,5/1/2010 12:00:00 AM,OneTime,1000
491,7357,92,5/16/2010 12:00:00 AM,5/16/2015 12:00:00 AM,Monthly,10500
492,7369,92,5/10/2010 12:00:00 AM,5/4/2015 12:00:00 AM,Weekly,1300
493,7375,92,5/16/2010 12:00:00 AM,5/16/2015 12:00:00 AM,Monthly,3900
494,7385,2,5/5/2011 12:00:00 AM,5/5/2011 12:00:00 AM,OneTime,1
495,7422,92,1/12/2012 12:00:00 AM,1/12/2012 12:00:00 AM,OneTime,1
796,7422,118,11/22/2015 12:00:00 AM,11/8/2020 12:00:00 AM,Weekly,5200
496,7453,2,5/1/2010 12:00:00 AM,5/1/2010 12:00:00 AM,OneTime,1
497,7481,88,5/1/2010 12:00:00 AM,4/25/2015 12:00:00 AM,Weekly,26000
779,7481,118,1/1/2016 12:00:00 AM,12/31/2020 12:00:00 AM,Monthly,6000
498,20809,2,5/9/2010 12:00:00 AM,5/9/2015 12:00:00 AM,Monthly,7200
499,7504,2,5/1/2010 12:00:00 AM,5/1/2010 12:00:00 AM,OneTime,1
994,7523,118,11/22/2015 12:00:00 AM,11/8/2020 12:00:00 AM,Weekly,10400
500,7535,90,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,10800
1016,7605,118,1/1/2016 12:00:00 AM,12/31/2020 12:00:00 AM,OneTime,3000
501,7614,2,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,1500
502,7638,81,5/7/2006 12:00:00 AM,5/7/2011 12:00:00 AM,Monthly,2400
503,7671,92,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,1500
504,7693,2,6/1/2010 12:00:00 AM,6/1/2015 12:00:00 AM,Monthly,2400
505,7709,2,5/1/2010 12:00:00 AM,4/25/2015 12:00:00 AM,Weekly,26000
506,20433,88,5/10/2010 12:00:00 AM,5/10/2015 12:00:00 AM,Monthly,6000
507,7726,92,5/10/2010 12:00:00 AM,5/10/2015 12:00:00 AM,Monthly,6000
508,7753,92,5/1/2010 12:00:00 AM,5/1/2010 12:00:00 AM,OneTime,10000
19,7784,81,6/1/2006 12:00:00 AM,6/1/2011 12:00:00 AM,Monthly,3600
509,7796,2,5/23/2010 12:00:00 AM,5/23/2010 12:00:00 AM,OneTime,1000
772,7849,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,OneTime,20000
806,7870,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,Weekly,7800
510,7913,2,6/1/2010 12:00:00 AM,6/1/2015 12:00:00 AM,Monthly,3900
1162,7913,127,5/16/2016 12:00:00 AM,5/16/2018 12:00:00 AM,Monthly,4800
511,7918,2,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,6000
512,7960,2,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,55000
