Id,PersonId,AccountId,StartDate,EndDate,PledgeFrequency,TotalAmount
513,7964,2,6/1/2010 12:00:00 AM,6/1/2011 12:00:00 AM,Monthly,420
1104,8000,127,5/8/2016 12:00:00 AM,4/28/2019 12:00:00 AM,Weekly,15600
801,8005,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,Weekly,11500
953,8013,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,OneTime,1000
514,8028,2,6/9/2010 12:00:00 AM,6/9/2010 12:00:00 AM,OneTime,250
515,8037,2,6/1/2010 12:00:00 AM,6/1/2014 12:00:00 AM,Monthly,4800
878,8087,118,12/1/2015 12:00:00 AM,11/30/2020 12:00:00 AM,Monthly,1200
516,8095,89,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,4020
1153,8122,127,6/5/2016 12:00:00 AM,5/26/2019 12:00:00 AM,Monthly,14400
518,8132,2,5/1/2010 12:00:00 AM,5/1/2012 12:00:00 AM,Monthly,960
519,8154,92,2/28/2012 12:00:00 AM,2/28/2012 12:00:00 AM,OneTime,1
520,8166,2,1/12/2012 12:00:00 AM,1/12/2012 12:00:00 AM,OneTime,1
521,8186,2,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,40000
1113,8186,127,5/1/2016 12:00:00 AM,4/28/2019 12:00:00 AM,Yearly,15000
1046,8204,127,5/1/2016 12:00:00 AM,4/28/2019 12:00:00 AM,Monthly,1800
522,8224,2,5/16/2010 12:00:00 AM,5/16/2015 12:00:00 AM,Monthly,1200
523,8282,90,5/16/2010 12:00:00 AM,5/16/2015 12:00:00 AM,Monthly,3000
1053,8330,127,5/1/2016 12:00:00 AM,4/28/2019 12:00:00 AM,Monthly,1800
20,8340,81,5/7/2006 12:00:00 AM,5/7/2011 12:00:00 AM,Monthly,6000
525,8366,92,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,9000
526,8415,2,5/5/2011 12:00:00 AM,5/5/2011 12:00:00 AM,OneTime,1
1067,8415,127,5/1/2016 12:00:00 AM,4/21/2019 12:00:00 AM,OneTime,6000
88,8439,81,4/22/2006 12:00:00 AM,4/16/2011 12:00:00 AM,Weekly,7800
527,8492,92,6/1/2010 12:00:00 AM,6/1/2015 12:00:00 AM,Monthly,1200
528,8538,2,6/1/2010 12:00:00 AM,6/1/2015 12:00:00 AM,Monthly,5100
529,8549,2,5/16/2010 12:00:00 AM,5/16/2015 12:00:00 AM,Monthly,2400
530,8563,92,2/28/2012 12:00:00 AM,2/28/2012 12:00:00 AM,OneTime,1
531,8568,2,5/23/2010 12:00:00 AM,5/23/2015 12:00:00 AM,Monthly,3000
532,8585,92,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,7500
89,8624,88,8/30/2012 12:00:00 AM,8/30/2012 12:00:00 AM,OneTime,1
775,8624,118,1/1/2016 12:00:00 AM,12/31/2020 12:00:00 AM,Monthly,12000
533,8629,92,2/28/2012 12:00:00 AM,2/28/2012 12:00:00 AM,OneTime,1
534,8663,2,5/1/2010 12:00:00 AM,5/1/2010 12:00:00 AM,OneTime,500
91,8664,2,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,50000
90,8664,81,4/30/2006 12:00:00 AM,4/30/2011 12:00:00 AM,Yearly,20000
535,8670,92,5/1/2010 12:00:00 AM,4/25/2015 12:00:00 AM,Weekly,2600
881,8672,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,Monthly,6000
536,8679,92,5/5/2010 12:00:00 AM,5/5/2010 12:00:00 AM,OneTime,1
537,8706,2,5/17/2010 12:00:00 AM,5/17/2015 12:00:00 AM,Monthly,600
538,8707,89,5/16/2010 12:00:00 AM,5/16/2015 12:00:00 AM,Monthly,1500
1055,8707,127,5/1/2016 12:00:00 AM,4/28/2019 12:00:00 AM,Yearly,3000
539,8712,2,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,3000
540,8715,88,5/1/2010 12:00:00 AM,5/1/2011 12:00:00 AM,Monthly,1800
820,8718,118,12/1/2015 12:00:00 AM,11/30/2020 12:00:00 AM,Monthly,6000
541,8732,89,6/1/2010 12:00:00 AM,6/1/2015 12:00:00 AM,Monthly,1800
542,8734,90,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,3499.8
544,8743,81,1/1/2007 12:00:00 AM,1/1/2012 12:00:00 AM,Monthly,3000
543,8743,92,2/28/2012 12:00:00 AM,2/28/2012 12:00:00 AM,OneTime,1
545,8765,2,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Yearly,6500
778,8765,118,4/1/2016 12:00:00 AM,3/21/2021 12:00:00 AM,Weekly,78000
546,8788,88,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Yearly,5000
935,8788,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,Yearly,5000
547,8796,2,5/16/2010 12:00:00 AM,5/16/2015 12:00:00 AM,Monthly,15000
93,8834,81,6/1/2006 12:00:00 AM,6/1/2011 12:00:00 AM,Monthly,1200
21,8836,81,5/14/2006 12:00:00 AM,5/14/2011 12:00:00 AM,Monthly,3000
896,8860,118,12/6/2015 12:00:00 AM,11/30/2020 12:00:00 AM,Monthly,900
548,8914,2,5/5/2010 12:00:00 AM,5/5/2015 12:00:00 AM,Monthly,2400
549,8942,2,6/1/2010 12:00:00 AM,6/1/2015 12:00:00 AM,Monthly,2400
550,8953,81,5/28/2006 12:00:00 AM,5/28/2011 12:00:00 AM,Monthly,3000
551,8988,88,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Yearly,7500
777,8988,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,Yearly,30000
552,9000,2,6/1/2010 12:00:00 AM,6/1/2015 12:00:00 AM,Monthly,3900
553,9004,2,5/16/2010 12:00:00 AM,5/10/2015 12:00:00 AM,Weekly,1820
23,9015,2,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,69000
22,9015,81,5/1/2006 12:00:00 AM,5/1/2011 12:00:00 AM,Monthly,6000
927,9015,118,11/15/2015 12:00:00 AM,12/31/2020 12:00:00 AM,OneTime,225000
1119,9016,127,5/1/2016 12:00:00 AM,4/21/2019 12:00:00 AM,Monthly,720
554,9021,2,6/1/2010 12:00:00 AM,6/1/2015 12:00:00 AM,Monthly,30000
555,9031,88,5/9/2010 12:00:00 AM,5/9/2011 12:00:00 AM,Monthly,1215.96
556,9038,92,6/1/2010 12:00:00 AM,6/1/2015 12:00:00 AM,Monthly,1200
557,9082,92,5/16/2010 12:00:00 AM,5/16/2015 12:00:00 AM,Monthly,3000
558,9132,2,5/16/2010 12:00:00 AM,5/16/2015 12:00:00 AM,Monthly,6000
873,9132,118,12/1/2015 12:00:00 AM,11/30/2020 12:00:00 AM,Monthly,1500
24,9184,81,4/15/2006 12:00:00 AM,4/15/2011 12:00:00 AM,Monthly,9000
25,9184,90,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,2400
559,9193,2,5/16/2010 12:00:00 AM,5/16/2015 12:00:00 AM,Monthly,3000
560,9205,2,2/28/2012 12:00:00 AM,2/28/2012 12:00:00 AM,OneTime,1
1171,9234,85,2/28/2017 12:00:00 AM,9/28/2017 12:00:00 AM,Monthly,213.5
926,9234,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,OneTime,5000
562,9320,2,5/8/2010 12:00:00 AM,5/8/2015 12:00:00 AM,Monthly,6000
563,9341,2,7/4/2010 12:00:00 AM,7/4/2015 12:00:00 AM,Monthly,2800
564,9346,2,5/9/2010 12:00:00 AM,5/3/2015 12:00:00 AM,Weekly,2600
565,9350,2,5/16/2010 12:00:00 AM,5/16/2015 12:00:00 AM,Monthly,3600
26,9393,2,5/1/2010 12:00:00 AM,5/1/2010 12:00:00 AM,OneTime,500
27,9393,81,4/30/2006 12:00:00 AM,4/30/2011 12:00:00 AM,Monthly,1200
1118,9403,127,5/1/2016 12:00:00 AM,4/21/2019 12:00:00 AM,Weekly,1560
568,9414,92,5/5/2010 12:00:00 AM,5/5/2015 12:00:00 AM,Monthly,30000
569,9442,2,5/15/2010 12:00:00 AM,5/15/2015 12:00:00 AM,Monthly,1200
570,9448,92,6/10/2010 12:00:00 AM,6/4/2015 12:00:00 AM,Weekly,6201
955,9452,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,OneTime,2600
571,9467,90,5/16/2010 12:00:00 AM,5/16/2015 12:00:00 AM,Monthly,1500
702,9473,2,1/12/2012 12:00:00 AM,1/12/2012 12:00:00 AM,OneTime,1
572,9479,2,8/1/2010 12:00:00 AM,8/1/2015 12:00:00 AM,Monthly,12000
573,9480,2,5/23/2010 12:00:00 AM,5/23/2015 12:00:00 AM,Monthly,6000
574,9482,2,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,25500
575,9494,2,7/1/2010 12:00:00 AM,7/1/2015 12:00:00 AM,Monthly,2400
576,9530,2,1/12/2012 12:00:00 AM,1/12/2012 12:00:00 AM,OneTime,1
577,9533,2,2/29/2012 12:00:00 AM,2/29/2012 12:00:00 AM,OneTime,1
578,9550,2,5/5/2011 12:00:00 AM,5/5/2011 12:00:00 AM,OneTime,1
579,9584,90,5/9/2010 12:00:00 AM,5/9/2015 12:00:00 AM,Monthly,4200
28,9597,81,5/7/2006 12:00:00 AM,5/1/2011 12:00:00 AM,Weekly,2600
29,9597,92,2/28/2012 12:00:00 AM,2/28/2012 12:00:00 AM,OneTime,1
580,9602,92,5/1/2010 12:00:00 AM,5/1/2010 12:00:00 AM,OneTime,1
581,9602,92,1/12/2012 12:00:00 AM,1/12/2012 12:00:00 AM,OneTime,1
582,9610,92,5/9/2010 12:00:00 AM,5/3/2015 12:00:00 AM,Weekly,5220
583,9623,2,5/1/2010 12:00:00 AM,4/25/2015 12:00:00 AM,Weekly,2600
584,9625,92,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,3000
95,9630,81,4/23/2006 12:00:00 AM,4/17/2011 12:00:00 AM,Weekly,2600
585,9631,92,6/1/2010 12:00:00 AM,6/1/2015 12:00:00 AM,Monthly,1200
587,9639,88,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,1500
814,9639,118,12/1/2015 12:00:00 AM,11/30/2020 12:00:00 AM,Monthly,6000
588,9645,2,5/1/2010 12:00:00 AM,5/1/2010 12:00:00 AM,OneTime,200
589,9646,88,5/9/2010 12:00:00 AM,5/3/2015 12:00:00 AM,Weekly,5220
766,9646,118,1/1/2016 12:00:00 AM,12/31/2020 12:00:00 AM,Monthly,20100
808,9649,118,12/1/2015 12:00:00 AM,11/22/2020 12:00:00 AM,Weekly,13000
590,9677,2,5/28/2010 12:00:00 AM,5/28/2015 12:00:00 AM,Monthly,4500
593,9713,92,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,10000.2
594,9720,2,8/1/2010 12:00:00 AM,7/26/2015 12:00:00 AM,Weekly,10400
595,9731,90,5/9/2010 12:00:00 AM,5/3/2015 12:00:00 AM,Weekly,10400
596,9780,2,5/9/2010 12:00:00 AM,5/9/2015 12:00:00 AM,Monthly,3000
597,9809,2,5/16/2010 12:00:00 AM,5/16/2010 12:00:00 AM,OneTime,100
598,9813,88,6/1/2010 12:00:00 AM,6/1/2015 12:00:00 AM,Monthly,3000
599,9859,2,5/9/2010 12:00:00 AM,5/9/2015 12:00:00 AM,Monthly,1200
600,9870,92,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,6500
601,9928,81,6/30/2006 12:00:00 AM,6/30/2011 12:00:00 AM,Monthly,12000
602,9932,2,2/28/2012 12:00:00 AM,2/28/2012 12:00:00 AM,OneTime,1
603,9936,2,6/1/2010 12:00:00 AM,6/1/2015 12:00:00 AM,Monthly,2700
604,9948,92,5/10/2010 12:00:00 AM,5/10/2015 12:00:00 AM,Monthly,6000
605,9964,92,5/9/2010 12:00:00 AM,5/9/2013 12:00:00 AM,Monthly,3060
30,9997,81,4/30/2006 12:00:00 AM,4/30/2011 12:00:00 AM,Monthly,3600
1018,10003,118,1/1/2016 12:00:00 AM,12/25/2020 12:00:00 AM,Weekly,5200
606,10026,88,5/30/2010 12:00:00 AM,5/30/2015 12:00:00 AM,Monthly,600
607,10039,92,6/1/2010 12:00:00 AM,6/1/2015 12:00:00 AM,Monthly,30000
608,10049,90,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,9000
609,10057,2,5/9/2010 12:00:00 AM,5/9/2015 12:00:00 AM,Monthly,2400
1077,10078,127,5/1/2016 12:00:00 AM,4/28/2019 12:00:00 AM,OneTime,9000
610,19773,2,2/28/2012 12:00:00 AM,2/28/2012 12:00:00 AM,OneTime,1
611,10089,2,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,12000
612,10090,92,5/16/2010 12:00:00 AM,5/16/2015 12:00:00 AM,Monthly,3000
613,10094,2,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,12000
614,10102,88,5/15/2010 12:00:00 AM,5/15/2015 12:00:00 AM,Monthly,4800
834,10102,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,Monthly,6000
615,10111,2,5/16/2010 12:00:00 AM,5/10/2015 12:00:00 AM,Weekly,2600
616,10119,2,5/5/2011 12:00:00 AM,5/5/2011 12:00:00 AM,OneTime,1
617,10125,92,2/28/2012 12:00:00 AM,2/28/2012 12:00:00 AM,OneTime,1
925,10140,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,OneTime,4600
619,10154,2,5/5/2010 12:00:00 AM,5/5/2015 12:00:00 AM,Monthly,10000
620,10161,2,5/9/2010 12:00:00 AM,5/9/2015 12:00:00 AM,Monthly,3000
621,10162,2,6/1/2010 12:00:00 AM,6/1/2015 12:00:00 AM,Monthly,6000
622,10164,92,5/10/2010 12:00:00 AM,5/4/2015 12:00:00 AM,Weekly,13000
623,10165,2,5/16/2010 12:00:00 AM,5/16/2015 12:00:00 AM,Monthly,15000
1107,10165,127,5/1/2016 12:00:00 AM,4/28/2019 12:00:00 AM,Monthly,3600
624,10169,2,5/16/2010 12:00:00 AM,5/16/2015 12:00:00 AM,Monthly,1800
625,10170,88,5/30/2010 12:00:00 AM,5/30/2010 12:00:00 AM,OneTime,40
627,10172,90,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Yearly,5000
628,10178,92,5/16/2010 12:00:00 AM,5/10/2015 12:00:00 AM,Weekly,5200
629,10179,92,5/23/2010 12:00:00 AM,5/23/2015 12:00:00 AM,Monthly,2400
630,10183,92,5/1/2010 12:00:00 AM,4/25/2015 12:00:00 AM,Weekly,1300
631,10184,92,5/10/2010 12:00:00 AM,8/10/2010 12:00:00 AM,Monthly,150
632,10186,2,5/30/2010 12:00:00 AM,5/30/2015 12:00:00 AM,Monthly,1800
633,10187,88,5/9/2010 12:00:00 AM,5/9/2010 12:00:00 AM,OneTime,100
899,10187,118,12/1/2015 12:00:00 AM,11/30/2020 12:00:00 AM,Monthly,12000
5,10189,81,12/2/2007 12:00:00 AM,12/2/2012 12:00:00 AM,Monthly,3000
894,10189,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,Monthly,6000
634,10190,2,5/16/2010 12:00:00 AM,5/10/2015 12:00:00 AM,Weekly,10400
635,10194,2,5/9/2010 12:00:00 AM,5/3/2015 12:00:00 AM,Weekly,13000
636,10195,2,5/10/2010 12:00:00 AM,5/10/2010 12:00:00 AM,OneTime,40
637,10198,2,5/16/2010 12:00:00 AM,5/16/2015 12:00:00 AM,Monthly,3000
638,10201,2,5/23/2010 12:00:00 AM,5/23/2015 12:00:00 AM,Monthly,1800
639,10202,92,5/14/2010 12:00:00 AM,5/14/2011 12:00:00 AM,Yearly,7500
641,10206,92,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,4800
642,10209,2,5/1/2010 12:00:00 AM,4/25/2015 12:00:00 AM,Weekly,5200
643,10212,2,5/1/2010 12:00:00 AM,5/1/2010 12:00:00 AM,OneTime,300
644,10220,2,2/28/2012 12:00:00 AM,2/28/2012 12:00:00 AM,OneTime,1
645,10222,2,2/28/2012 12:00:00 AM,2/28/2012 12:00:00 AM,OneTime,1
817,10222,118,12/1/2015 12:00:00 AM,11/30/2020 12:00:00 AM,Monthly,6000
1173,10224,85,3/1/2017 12:00:00 AM,3/1/2017 12:00:00 AM,Monthly,200
956,10224,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,OneTime,3000
646,10229,2,5/19/2010 12:00:00 AM,5/19/2010 12:00:00 AM,OneTime,1000
647,10238,2,5/9/2010 12:00:00 AM,5/3/2015 12:00:00 AM,Weekly,6500
1073,10251,127,4/24/2016 12:00:00 AM,4/21/2019 12:00:00 AM,Monthly,14060
648,20491,2,2/28/2012 12:00:00 AM,2/28/2012 12:00:00 AM,OneTime,1
1099,10257,127,5/1/2016 12:00:00 AM,4/21/2019 12:00:00 AM,Monthly,720
649,10258,92,5/1/2010 12:00:00 AM,5/1/2010 12:00:00 AM,OneTime,80
889,10259,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,Monthly,3000
96,10266,2,2/28/2012 12:00:00 AM,2/28/2012 12:00:00 AM,OneTime,1
650,10267,2,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,3000
651,10271,88,5/16/2010 12:00:00 AM,5/10/2015 12:00:00 AM,Weekly,13000
797,10271,118,12/1/2015 12:00:00 AM,11/28/2020 12:00:00 AM,Weekly,6200
652,10280,92,2/28/2012 12:00:00 AM,2/28/2012 12:00:00 AM,OneTime,1
653,10281,2,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Yearly,10000
654,10285,81,12/2/2007 12:00:00 AM,11/25/2012 12:00:00 AM,Weekly,5200
655,10285,88,6/1/2010 12:00:00 AM,6/1/2015 12:00:00 AM,Monthly,3000
938,10285,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,OneTime,100
656,10288,2,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,2000
658,10299,2,2/28/2012 12:00:00 AM,2/28/2012 12:00:00 AM,OneTime,1
659,10302,92,2/28/2012 12:00:00 AM,2/28/2012 12:00:00 AM,OneTime,1
660,10303,2,5/5/2011 12:00:00 AM,5/5/2011 12:00:00 AM,OneTime,1
1008,10303,118,1/1/2016 12:00:00 AM,12/31/2020 12:00:00 AM,OneTime,10000
973,10318,118,11/1/2015 12:00:00 AM,12/31/2016 12:00:00 AM,OneTime,500
861,10321,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,Monthly,1200
823,10329,118,12/1/2015 12:00:00 AM,12/1/2020 12:00:00 AM,Monthly,4500
929,10340,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,BiWeekly,3250
1044,10343,127,4/10/2016 12:00:00 AM,3/31/2019 12:00:00 AM,BiWeekly,10800
430,10358,2,5/1/2010 12:00:00 AM,3/1/2011 12:00:00 AM,Monthly,1500
661,10369,2,5/1/2010 12:00:00 AM,5/1/2010 12:00:00 AM,OneTime,1
662,10383,2,1/12/2012 12:00:00 AM,1/12/2012 12:00:00 AM,OneTime,1
815,10385,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,Monthly,600
663,10402,88,5/5/2011 12:00:00 AM,5/5/2011 12:00:00 AM,OneTime,1
1159,10406,121,5/21/2016 12:00:00 AM,5/21/2016 12:00:00 AM,OneTime,50
664,10417,2,8/30/2012 12:00:00 AM,8/30/2012 12:00:00 AM,OneTime,1
665,10422,92,1/12/2012 12:00:00 AM,1/12/2012 12:00:00 AM,OneTime,1
97,10431,81,5/7/2006 12:00:00 AM,5/7/2011 12:00:00 AM,Monthly,3000
666,10433,2,2/28/2012 12:00:00 AM,2/28/2012 12:00:00 AM,OneTime,1
1138,10439,127,5/1/2016 12:00:00 AM,4/28/2019 12:00:00 AM,Monthly,900
1074,10494,127,5/1/2016 12:00:00 AM,4/28/2019 12:00:00 AM,Monthly,12000
1101,10511,127,5/1/2016 12:00:00 AM,4/28/2019 12:00:00 AM,Monthly,1800
667,10515,92,2/28/2012 12:00:00 AM,2/28/2012 12:00:00 AM,OneTime,1
668,10520,90,1/12/2012 12:00:00 AM,1/12/2012 12:00:00 AM,OneTime,1
669,10533,2,5/5/2011 12:00:00 AM,5/5/2011 12:00:00 AM,OneTime,1
909,10549,118,11/15/2015 12:00:00 AM,11/1/2020 12:00:00 AM,Monthly,1430
670,10558,88,1/12/2012 12:00:00 AM,1/12/2012 12:00:00 AM,OneTime,1
765,10558,118,2/1/2016 12:00:00 AM,2/1/2021 12:00:00 AM,Yearly,12000
1087,10586,127,5/1/2016 12:00:00 AM,4/21/2019 12:00:00 AM,OneTime,5000
672,10665,92,2/28/2012 12:00:00 AM,2/28/2012 12:00:00 AM,OneTime,1
94,10674,81,12/5/2007 12:00:00 AM,12/5/2012 12:00:00 AM,Yearly,5000
99,10714,2,5/1/2010 12:00:00 AM,5/1/2015 12:00:00 AM,Monthly,6000
98,10714,81,5/15/2006 12:00:00 AM,5/15/2011 12:00:00 AM,Monthly,6000
100,10716,81,5/1/2006 12:00:00 AM,5/1/2011 12:00:00 AM,Monthly,3000
988,10723,118,12/1/2015 12:00:00 AM,11/30/2020 12:00:00 AM,Monthly,1200
673,10762,92,1/12/2012 12:00:00 AM,1/12/2012 12:00:00 AM,OneTime,1
980,10762,118,12/1/2015 12:00:00 AM,11/29/2020 12:00:00 AM,Monthly,15600
934,10773,118,1/1/2016 12:00:00 AM,12/31/2020 12:00:00 AM,Yearly,5000
